ukcode,jycode,inputcode,chabbr,windcode
1114660,3136,TBB,002043,兔 宝 宝,002043.SZ
1114661,3151,MNJK,002044,美年健康,002044.SZ
1114662,3157,GGDQ,002045,国光电器,002045.SZ
1114663,3234,ZYKJ,002046,轴研科技,002046.SZ
1114664,3244,BYGF,002047,宝鹰股份,002047.SZ
1114665,3248,NBHX,002048,宁波华翔,002048.SZ
1114666,3252,ZGGX,002049,紫光国芯,002049.SZ
1114667,3290,SHZK,002050,三花智控,002050.SZ
1114668,4326,ZGGJ,002051,中工国际,002051.SZ
1114669,4347,TZDZ,002052,同洲电子,002052.SZ
1114670,4351,YNNT,002053,云南能投,002053.SZ
1114671,4402,DMHG,002054,德美化工,002054.SZ
1114672,4423,DRDZ,002055,得润电子,002055.SZ
1114673,4427,HDDC,002056,横店东磁,002056.SZ
1114674,4435,ZGTY,002057,中钢天源,002057.SZ
1114675,4437,WET,002058,威 尔 泰,002058.SZ
1114676,4444,YNLY,002059,云南旅游,002059.SZ
1114677,4459,YSD,002060,粤 水 电,002060.SZ
1114678,4493,JSHG,002061,江山化工,002061.SZ
1114679,4497,HRJS,002062,宏润建设,002062.SZ
1114680,4499,YGRJ,002063,远光软件,002063.SZ
1114681,4503,HFAL,002064,华峰氨纶,002064.SZ
1114682,4506,DHRJ,002065,东华软件,002065.SZ
1114683,4511,RTKJ,002066,瑞泰科技,002066.SZ
1114684,4569,JXZY,002067,景兴纸业,002067.SZ
1114685,4572,HMGF,002068,黑猫股份,002068.SZ
1114686,4594,ZZD,002069,獐 子 岛,002069.SZ
1114687,4604,STZH,002070,*ST 众和,002070.SZ
1114688,4615,CCYS,002071,长城影视,002071.SZ
1114689,4619,KRD,002072,凯 瑞 德,002072.SZ
1114690,4687,RKGF,002073,软控股份,002073.SZ
1114691,4699,GXGK,002074,国轩高科,002074.SZ
1114692,4721,SGGF,002075,沙钢股份,002075.SZ
1114693,4722,XLT,002076,雪 莱 特,002076.SZ
1114694,4774,DGGF,002077,大港股份,002077.SZ
1114695,4772,TYZY,002078,太阳纸业,002078.SZ
1114696,4771,SZGD,002079,苏州固锝,002079.SZ
1114697,4791,ZCKJ,002080,中材科技,002080.SZ
1114698,4792,JTL,002081,金 螳 螂,002081.SZ
1114699,4793,DLXC,002082,栋梁新材,002082.SZ
1114700,4812,FRGF,002083,孚日股份,002083.SZ
1114701,4813,HOWY,002084,海鸥卫浴,002084.SZ
1114702,4815,WFAW,002085,万丰奥威,002085.SZ
1114703,4816,DFHY,002086,东方海洋,002086.SZ
1114704,4833,XYFZ,002087,新野纺织,002087.SZ
1114705,4834,LYJN,002088,鲁阳节能,002088.SZ
1114706,4835,XHY,002089,新 海 宜,002089.SZ
1114707,4851,JZKJ,002090,金智科技,002090.SZ
1114708,4852,JSGT,002091,江苏国泰,002091.SZ
1114709,4853,ZTHX,002092,中泰化学,002092.SZ
1114710,4877,GMKJ,002093,国脉科技,002093.SZ
1114711,4876,QDJW,002094,青岛金王,002094.SZ
1114712,4875,SYB,002095,生 意 宝,002095.SZ
1114713,4883,NLMB,002096,南岭民爆,002096.SZ
1114714,4882,SHZN,002097,山河智能,002097.SZ
1114715,4884,XXGF,002098,浔兴股份,002098.SZ
1114716,4880,HXYY,002099,海翔药业,002099.SZ
1114717,4881,TKSW,002100,天康生物,002100.SZ
1114718,4879,GDHT,002101,广东鸿图,002101.SZ
1114719,4878,GFGF,002102,冠福股份,002102.SZ
1114720,4901,GBGF,002103,广博股份,002103.SZ
1114721,4908,HBGF,002104,恒宝股份,002104.SZ
1114722,4902,XLJK,002105,信隆健康,002105.SZ
1114723,4931,LBGK,002106,莱宝高科,002106.SZ
1114724,4947,WHYY,002107,沃华医药,002107.SZ
1114725,4930,CZMZ,002108,沧州明珠,002108.SZ
1114726,4934,XHGF,002109,兴化股份,002109.SZ
1114727,4909,SGMG,002110,三钢闽光,002110.SZ
1114728,4948,WHGT,002111,威海广泰,002111.SZ
1114729,4972,SBKJ,002112,三变科技,002112.SZ
1114730,4991,TRSY,002113,天润数娱,002113.SZ
1114731,4985,LPXD,002114,罗平锌电,002114.SZ
1114732,4986,SWTX,002115,三维通信,002115.SZ
1114733,5002,ZGHC,002116,中国海诚,002116.SZ
1114734,5003,DGGF,002117,东港股份,002117.SZ
1114735,5147,ZXYY,002118,紫鑫药业,002118.SZ
1114736,5159,KQDZ,002119,康强电子,002119.SZ
1114737,4990,YDGF,002120,韵达股份,002120.SZ
1114738,4971,KLDZ,002121,科陆电子,002121.SZ
1114739,5199,TMGF,002122,天马股份,002122.SZ
1114740,5185,MWRX,002123,梦网荣信,002123.SZ
1114741,5171,TBGF,002124,天邦股份,002124.SZ
1114742,5191,XTDH,002125,湘潭电化,002125.SZ
1114743,5245,YLGF,002126,银轮股份,002126.SZ
1114744,5278,NJDS,002127,南极电商,002127.SZ
1114745,5317,LTMY,002128,露天煤业,002128.SZ
1114746,5264,ZHGF,002129,中环股份,002129.SZ
1114747,5263,WEHC,002130,沃尔核材,002130.SZ
1114748,5279,LOGF,002131,利欧股份,002131.SZ
1114749,5285,HXKJ,002132,恒星科技,002132.SZ
1114750,5311,GYJT,002133,广宇集团,002133.SZ
1114751,5312,WCDL,000338,潍柴动力,000338.SZ
1114752,5300,STPL,002134,*ST 普林,002134.SZ
1114753,5301,DNWJ,002135,东南网架,002135.SZ
1114754,5310,AND,002136,安 纳 达,002136.SZ
1114755,5481,MDSZ,002137,麦达数字,002137.SZ
1114756,5483,SLDZ,002138,顺络电子,002138.SZ
1114757,5357,TBGF,002139,拓邦股份,002139.SZ
1114758,5544,DHKJ,002140,东华科技,002140.SZ
1114759,5684,NBYH,002142,宁波银行,002142.SZ
1114760,5673,XFKG,002141,贤丰控股,002141.SZ
1114761,5666,YJCM,002143,印纪传媒,002143.SZ
1114762,5665,HDGK,002144,宏达高科,002144.SZ
1114763,5773,ZHTB,002145,中核钛白,002145.SZ
1114764,5701,RSFZ,002146,荣盛发展,002146.SZ
1114765,5722,XGYC,002147,新光圆成,002147.SZ
1114766,5703,BWTX,002148,北纬通信,002148.SZ
1114767,5709,XBCL,002149,西部材料,002149.SZ
1114768,5707,TRZB,002150,通润装备,002150.SZ
1114769,5734,BDXT,002151,北斗星通,002151.SZ
1114770,5708,GDYT,002152,广电运通,002152.SZ
1114771,5690,SJXX,002153,石基信息,002153.SZ
1114772,6013,BXN,002154,报 喜 鸟,002154.SZ
1114773,5733,HNHJ,002155,湖南黄金,002155.SZ
1114774,5735,TFWD,002156,通富微电,002156.SZ
1114775,5723,ZBKJ,002157,正邦科技,002157.SZ
1114776,5775,HZJJ,002158,汉钟精机,002158.SZ
1114777,5702,STSD,002159,三特索道,002159.SZ
1114778,6010,CLGF,002160,常铝股份,002160.SZ
1114779,6011,YWG,002161,远 望 谷,002161.SZ
1114780,6019,YXJK,002162,悦心健康,002162.SZ
1114781,6020,ZHSX,002163,中航三鑫,002163.SZ
1114782,6018,NBDL,002164,宁波东力,002164.SZ
1114783,6046,HBL,002165,红 宝 丽,002165.SZ
1114784,6048,LYSW,002166,莱茵生物,002166.SZ
1114785,6029,DFGY,002167,东方锆业,002167.SZ
1114786,5776,SZHC,002168,深圳惠程,002168.SZ
1114787,6021,ZGDQ,002169,智光电气,002169.SZ
1114788,5522,BTGF,002170,芭田股份,002170.SZ
1114789,6031,CJXC,002171,楚江新材,002171.SZ
1114790,6095,AYKJ,002172,澳洋科技,002172.SZ
1114791,6115,CXYL,002173,创新医疗,002173.SZ
1114792,6103,YZWL,002174,游族网络,002174.SZ
1114793,6030,DFWL,002175,东方网络,002175.SZ
1114794,6139,JTDJ,002176,江特电机,002176.SZ
1114795,6152,YYGF,002177,御银股份,002177.SZ
1114796,6186,YHZN,002178,延华智能,002178.SZ
1114797,6151,ZHGD,002179,中航光电,002179.SZ
1114798,6178,NSD,002180,纳 思 达,002180.SZ
1114799,6201,YHJS,002182,云海金属,002182.SZ
1114800,6196,YYT,002183,怡 亚 通,002183.SZ
1114801,1088,YCM,002181,粤 传 媒,002181.SZ
1114802,6202,HDKZ,002184,海得控制,002184.SZ
1114803,6197,HTKJ,002185,华天科技,002185.SZ
1114804,6254,QJD,002186,全 聚 德,002186.SZ
1114805,6235,GBGF,002187,广百股份,002187.SZ
1114806,6234,BSZX,002188,巴士在线,002188.SZ
1114807,6232,LDGD,002189,利达光电,002189.SZ
1114808,6333,CFJC,002190,成飞集成,002190.SZ
1114809,6334,JJGF,002191,劲嘉股份,002191.SZ
1114810,6047,RJGF,002192,融捷股份,002192.SZ
1114811,6285,RYJT,002193,如意集团,002193.SZ
1114812,6336,WHFG,002194,武汉凡谷,002194.SZ
1114813,6337,ESSW,002195,二三四五,002195.SZ
1114814,6281,FZDJ,002196,方正电机,002196.SZ
1114815,6374,ZTDZ,002197,证通电子,002197.SZ
1114816,6363,JYZY,002198,嘉应制药,002198.SZ
1114817,6354,DJDZ,002199,东晶电子,002199.SZ
1114818,6353,YTST,002200,云投生态,002200.SZ
1114819,6392,JDXC,002201,九鼎新材,002201.SZ
1114820,6411,JFKJ,002202,金风科技,002202.SZ
1114821,6404,HLGF,002203,海亮股份,002203.SZ
1114822,6432,DLZG,002204,大连重工,002204.SZ
1114823,6446,GTGF,002205,国统股份,002205.SZ
1114824,6478,HLD,002206,海 利 得,002206.SZ
1114825,6471,STZY,002207,*ST 准油,002207.SZ
1114826,6284,HFCJ,002208,合肥城建,002208.SZ
1114827,6487,DYL,002209,达 意 隆,002209.SZ
1114828,6511,FMGJ,002210,飞马国际,002210.SZ
1114829,6534,HDXC,002211,宏达新材,002211.SZ
1114830,6546,NYGF,002212,南洋股份,002212.SZ
1114831,6535,TEJ,002213,特 尔 佳,002213.SZ
1114832,6581,DLKJ,002214,大立科技,002214.SZ
1114833,6557,NPX,002215,诺 普 信,002215.SZ
1114834,6547,SQSP,002216,三全食品,002216.SZ
1114835,6583,HLT,002217,合 力 泰,002217.SZ
1114836,6584,TRXN,002218,拓日新能,002218.SZ
1114837,6604,TBGF,002220,天宝股份,002220.SZ
1114838,6619,HKYL,002219,恒康医疗,002219.SZ
1114839,6603,DHNY,002221,东华能源,002221.SZ
1114840,6598,FJKJ,002222,福晶科技,002222.SZ
1114841,6709,YYYL,002223,鱼跃医疗,002223.SZ
1114842,6618,SLS,002224,三 力 士,002224.SZ
1114843,6710,PNGF,002225,濮耐股份,002225.SZ
1114844,6582,JNHG,002226,江南化工,002226.SZ
1114845,6731,ATX,002227,奥 特 迅,002227.SZ
1114846,6730,HXBZ,002228,合兴包装,002228.SZ
1114847,6788,HBGF,002229,鸿博股份,002229.SZ
1114848,6781,QMXX,002232,启明信息,002232.SZ
1114849,6735,KDXF,002230,科大讯飞,002230.SZ
1114850,6782,AWTX,002231,奥维通信,002231.SZ
1114851,6814,TPJT,002233,塔牌集团,002233.SZ
1114852,6808,MHGF,002234,民和股份,002234.SZ
1114853,6757,ANGF,002235,安妮股份,002235.SZ
1114854,6816,DHGF,002236,大华股份,002236.SZ
1114855,6736,HBGF,002237,恒邦股份,002237.SZ
1114856,6834,ATJ,002239,奥 特 佳,002239.SZ
1114857,6857,GEGF,002241,歌尔股份,002241.SZ
1114858,6828,WHGF,002240,威华股份,002240.SZ
1114859,6835,TWSX,002238,天威视讯,002238.SZ
1114860,6855,JYGF,002242,九阳股份,002242.SZ
1114861,6815,TCLX,002243,通产丽星,002243.SZ
1114862,6732,BJJT,002244,滨江集团,002244.SZ
1114863,6856,AYSC,002245,澳洋顺昌,002245.SZ
1114864,6809,BHGF,002246,北化股份,002246.SZ
1114865,6833,DLWH,002247,帝龙文化,002247.SZ
1114866,6879,STDS,002248,*ST 东数,002248.SZ
1114867,6787,DYDJ,002249,大洋电机,002249.SZ
1114868,6943,LHKJ,002250,联化科技,002250.SZ
1114869,6890,BBG,002251,步 步 高,002251.SZ
1114870,6827,SHLS,002252,上海莱士,002252.SZ
1114871,6807,CDZS,002253,川大智胜,002253.SZ
1114872,6012,THXC,002254,泰和新材,002254.SZ
1114873,6925,HLZG,002255,海陆重工,002255.SZ
1114874,6907,ZXGF,002256,兆新股份,002256.SZ
1114875,6942,LEHX,002258,利尔化学,002258.SZ
1114876,6930,SDLY,002259,升达林业,002259.SZ
1114877,6941,DATH,002260,德奥通航,002260.SZ
1114878,6924,TWXX,002261,拓维信息,002261.SZ
1114879,6933,EHYY,002262,恩华药业,002262.SZ
1114880,6880,DDN,002263,大 东 南,002263.SZ
1114881,6940,XHD,002264,新 华 都,002264.SZ
1114882,6826,XYGF,002265,西仪股份,002265.SZ
1114883,7078,ZFKG,002266,浙富控股,002266.SZ
1114884,7054,WST,002268,卫 士 通,002268.SZ
1114885,7034,STRQ,002267,陕天然气,002267.SZ
1114886,7072,MBFS,002269,美邦服饰,002269.SZ
1114887,7073,HMZB,002270,华明装备,002270.SZ
1114888,7055,DFYH,002271,东方雨虹,002271.SZ
1114889,7076,CRGF,002272,川润股份,002272.SZ
1114890,7094,SJGD,002273,水晶光电,002273.SZ
1114891,6889,HCHG,002274,华昌化工,002274.SZ
1114892,7079,GLSJ,002275,桂林三金,002275.SZ
1114893,7116,WMGF,002276,万马股份,002276.SZ
1114894,7144,YAGF,002277,友阿股份,002277.SZ
1114895,7174,SKGF,002278,神开股份,002278.SZ
1114896,4602,JQRJ,002279,久其软件,002279.SZ
1114897,7197,LLHD,002280,联络互动,002280.SZ
1114898,7212,GXKJ,002281,光迅科技,002281.SZ
1114899,7118,BSGJ,002282,博深工具,002282.SZ
1114900,7120,TRQZ,002283,天润曲轴,002283.SZ
1114901,7119,YTGF,002284,亚太股份,002284.SZ
1114902,7211,SLH,002285,世 联 行,002285.SZ
1114903,7231,BLB,002286,保 龄 宝,002286.SZ
1114904,7230,QZZY,002287,奇正藏药,002287.SZ
1114905,7242,CHKJ,002288,超华科技,002288.SZ
1114906,7243,YSDZ,002289,宇顺电子,002289.SZ
1114907,7249,ZKXC,002290,中科新材,002290.SZ
1114908,7301,XQL,002291,星 期 六,002291.SZ
1114909,7309,AFYL,002292,奥飞娱乐,002292.SZ
1114910,7325,LLSH,002293,罗莱生活,002293.SZ
1114911,7328,XLT,002294,信 立 泰,002294.SZ
1114912,7268,JYGF,002295,精艺股份,002295.SZ
1114913,7267,HHKJ,002296,辉煌科技,002296.SZ
1114914,7359,BYXC,002297,博云新材,002297.SZ
1114915,8969,ZDXL,002298,中电鑫龙,002298.SZ
1114916,8991,SNFZ,002299,圣农发展,002299.SZ
1114917,7302,TYDL,002300,太阳电缆,002300.SZ
1114918,8994,QXJT,002301,齐心集团,002301.SZ
1114919,9308,TRD,300001,特 锐 德,300001.SZ
1114920,7386,SZTY,300002,神州泰岳,300002.SZ
1114921,9313,LPYL,300003,乐普医疗,300003.SZ
1114922,9311,NFGF,300004,南风股份,300004.SZ
1114923,9323,TLZ,300005,探 路 者,300005.SZ
1114924,9314,LMYY,300006,莱美药业,300006.SZ
1114925,9319,HWDZ,300007,汉威电子,300007.SZ
1114926,9312,THFW,300008,天海防务,300008.SZ
1114927,9321,AKSW,300009,安科生物,300009.SZ
1114928,9307,LSC,300010,立 思 辰,300010.SZ
1114929,9322,DHJS,300011,鼎汉技术,300011.SZ
1114930,9349,HCJC,300012,华测检测,300012.SZ
1114931,9324,XNWL,300013,新宁物流,300013.SZ
1114932,9320,YWLN,300014,亿纬锂能,300014.SZ
1114933,9358,AEYK,300015,爱尔眼科,300015.SZ
1114934,4575,BLYY,300016,北陆药业,300016.SZ
1114935,9357,WSKJ,300017,网宿科技,300017.SZ
1114936,9351,ZYGF,300018,中元股份,300018.SZ
1114937,9359,GBKJ,300019,硅宝科技,300019.SZ
1114938,9360,YJGF,300020,银江股份,300020.SZ
1114939,9364,DYJS,300021,大禹节水,300021.SZ
1114940,9362,JFNJ,300022,吉峰农机,300022.SZ
1114941,9347,BDGF,300023,宝德股份,300023.SZ
1114942,9363,JQR,300024,机 器 人,300024.SZ
1114943,9389,HXCY,300025,华星创业,300025.SZ
1114944,9388,HRYY,300026,红日药业,300026.SZ
1114945,9387,HYXD,300027,华谊兄弟,300027.SZ
1114946,9361,JYKJ,300028,金亚科技,300028.SZ
1114947,9037,XBJS,002302,西部建设,002302.SZ
1114948,9082,MYS,002303,美 盈 森,002303.SZ
1114949,9033,YHGF,002304,洋河股份,002304.SZ
1114950,9081,NGZY,002305,南国置业,002305.SZ
1114951,9034,STYW,002306,*ST 云网,002306.SZ
1114952,9039,BXLQ,002307,北新路桥,002307.SZ
1114953,9093,WCGF,002308,威创股份,002308.SZ
1114954,9142,ZLJT,002309,中利集团,002309.SZ
1114955,9112,DFYL,002310,东方园林,002310.SZ
1114956,9159,HDJT,002311,海大集团,002311.SZ
1114957,9173,STST,002312,*ST 三泰,002312.SZ
1114958,9185,RHTX,002313,日海通讯,002313.SZ
1114959,9216,NSKG,002314,南山控股,002314.SZ
1114960,9080,JDKJ,002315,焦点科技,002315.SZ
1114961,9225,JQTX,002316,键桥通讯,002316.SZ
1114962,9272,ZSYY,002317,众生药业,002317.SZ
1114963,9258,JLTC,002318,久立特材,002318.SZ
1114964,9273,LTGF,002319,乐通股份,002319.SZ
1114965,9366,HXGF,002320,海峡股份,002320.SZ
1114966,9297,HYNY,002321,华英农业,002321.SZ
1114967,9394,LGHK,002322,理工环科,002322.SZ
1114968,9399,YBT,002323,雅 百 特,002323.SZ
1114969,9393,PLT,002324,普 利 特,002324.SZ
1114970,9309,HTGF,002325,洪涛股份,002325.SZ
1114971,9400,YTKJ,002326,永太科技,002326.SZ
1114972,9688,TLGD,300029,天龙光电,300029.SZ
1114973,9703,YPYL,300030,阳普医疗,300030.SZ
1114974,9571,BTKJ,300031,宝通科技,300031.SZ
1114975,9635,JLJD,300032,金龙机电,300032.SZ
1114976,9365,THS,300033,同 花 顺,300033.SZ
1114977,9634,GYGN,300034,钢研高纳,300034.SZ
1114978,9700,ZKDQ,300035,中科电气,300035.SZ
1114979,9702,CTRJ,300036,超图软件,300036.SZ
1114980,9259,FAN,002327,富 安 娜,002327.SZ
1114981,9345,XPGF,002328,新朋股份,002328.SZ
1114982,9426,HSJT,002329,皇氏集团,002329.SZ
1114983,9425,DLS,002330,得 利 斯,002330.SZ
1114984,9310,WTKJ,002331,皖通科技,002331.SZ
1114985,9783,XZB,300037,新 宙 邦,300037.SZ
1114986,9781,MTN,300038,梅 泰 诺,300038.SZ
1114987,9863,SHKB,300039,上海凯宝,300039.SZ
1114988,9852,JZDQ,300040,九洲电气,300040.SZ
1114989,9780,HTXC,300041,回天新材,300041.SZ
1114990,9888,LKKJ,300042,朗科科技,300042.SZ
1114991,9459,XJZY,002332,仙琚制药,002332.SZ
1114992,9458,LPSJ,002333,罗普斯金,002333.SZ
1114993,9487,YWT,002334,英 威 腾,002334.SZ
1114994,9499,KHHS,002335,科华恒盛,002335.SZ
1114995,9488,RRL,002336,人 人 乐,002336.SZ
1114996,9497,SXKJ,002337,赛象科技,002337.SZ
1114997,9504,APGD,002338,奥普光电,002338.SZ
1114998,9929,XHYL,300043,星辉娱乐,300043.SZ
1114999,9927,SWZN,300044,赛为智能,300044.SZ
1115000,9889,HLCT,300045,华力创通,300045.SZ
1115001,9928,TJGF,300046,台基股份,300046.SZ
1115002,9891,TYDK,300047,天源迪科,300047.SZ
1115003,9897,HKXN,300048,合康新能,300048.SZ
1115004,9890,FRGF,300049,福瑞股份,300049.SZ
1115005,9926,SJDL,300050,世纪鼎利,300050.SZ
1115006,9540,JCDZ,002339,积成电子,002339.SZ
1115007,9534,GLM,002340,格 林 美,002340.SZ
1115008,9541,XLKJ,002341,新纶科技,002341.SZ
1115009,9574,JLSJ,002342,巨力索具,002342.SZ
1115010,9586,CWCM,002343,慈文传媒,002343.SZ
1115011,9549,HNPC,002344,海宁皮城,002344.SZ
1115012,9587,CHJ,002345,潮 宏 基,002345.SZ
1115013,9593,ZZGF,002346,柘中股份,002346.SZ
1115014,9594,TEGF,002347,泰尔股份,002347.SZ
1115015,9626,GLGF,002348,高乐股份,002348.SZ
1115016,9637,JHZY,002349,精华制药,002349.SZ
1115017,9075,BJKR,002350,北京科锐,002350.SZ
1115018,9642,MBZ,002351,漫 步 者,002351.SZ
1115019,9643,SFKG,002352,顺丰控股,002352.SZ
1115020,9680,JRGF,002353,杰瑞股份,002353.SZ
1115021,9691,TSYL,002354,天神娱乐,002354.SZ
1115022,9679,XMZT,002355,兴民智通,002355.SZ
1115023,9226,HMJT,002356,赫美集团,002356.SZ
1115024,9784,FLYY,002357,富临运业,002357.SZ
1115025,9771,SYDQ,002358,森源电气,002358.SZ
1115026,9705,QXTT,002359,齐星铁塔,002359.SZ
1115027,9982,SWHL,300051,三五互联,300051.SZ
1115028,9998,ZQB,300052,中 青 宝,300052.SZ
1115029,10036,OBT,300053,欧 比 特,300053.SZ
1115030,9999,DLGF,300054,鼎龙股份,300054.SZ
1115031,10038,WBD,300055,万 邦 达,300055.SZ
1115032,10039,SWS,300056,三 维 丝,300056.SZ
1115033,10037,WSGF,300057,万顺股份,300057.SZ
1115034,10040,LSGB,300058,蓝色光标,300058.SZ
1115035,9856,TDHG,002360,同德化工,002360.SZ
1115036,9867,SJGF,002361,神剑股份,002361.SZ
1115037,7121,HWKJ,002362,汉王科技,002362.SZ
1115038,9937,LJJX,002363,隆基机械,002363.SZ
1115039,9857,ZHDQ,002364,中恒电气,002364.SZ
1115040,9036,YAYY,002365,永安药业,002365.SZ
1115041,9865,THHD,002366,台海核电,002366.SZ
1115042,9864,KLDT,002367,康力电梯,002367.SZ
1115043,9882,TJGF,002368,太极股份,002368.SZ
1115044,9844,ZYKJ,002369,卓翼科技,002369.SZ
1115045,9795,YTYY,002370,亚太药业,002370.SZ
1115046,9892,BFHC,002371,北方华创,002371.SZ
1115047,9901,WXXC,002372,伟星新材,002372.SZ
1115048,9898,QFKJ,002373,千方科技,002373.SZ
1115049,9883,LPGF,002374,丽鹏股份,002374.SZ
1115050,10296,DFCF,300059,东方财富,300059.SZ
1115051,10337,KNT,300061,康 耐 特,300061.SZ
1115052,10349,ZNDQ,300062,中能电气,300062.SZ
1115053,9796,YSGF,002375,亚厦股份,002375.SZ
1115054,9916,XBY,002376,新 北 洋,002376.SZ
1115055,9997,GCGX,002377,国创高新,002377.SZ
1115056,10395,TLJT,300063,天龙集团,300063.SZ
1115057,10397,YJGS,300064,豫金刚石,300064.SZ
1115058,10396,HLX,300065,海 兰 信,300065.SZ
1115059,10351,SCZH,300066,三川智慧,300066.SZ
1115060,9925,ZYWY,002378,章源钨业,002378.SZ
1115061,9939,HCKG,002379,宏创控股,002379.SZ
1115062,9899,KYGF,002380,科远股份,002380.SZ
1115063,9627,SJGF,002381,双箭股份,002381.SZ
1115064,9971,LFYL,002382,蓝帆医疗,002382.SZ
1115065,9936,HZSZ,002383,合众思壮,002383.SZ
1115066,9995,DSJM,002384,东山精密,002384.SZ
1115067,9994,DBN,002385,大 北 农,002385.SZ
1115068,9996,TYJT,002386,天原集团,002386.SZ
1115069,10071,HNSP,002387,黑牛食品,002387.SZ
1115070,10034,XYZC,002388,新亚制程,002388.SZ
1115071,10073,NYKJ,002389,南洋科技,002389.SZ
1115072,10094,XBZY,002390,信邦制药,002390.SZ
1115073,10098,CQGF,002391,长青股份,002391.SZ
1115074,10538,ANQ,300067,安 诺 其,300067.SZ
1115075,10398,NDDY,300068,南都电源,300068.SZ
1115076,10537,JLHD,300069,金利华电,300069.SZ
1115077,10496,BSY,300070,碧 水 源,300070.SZ
1115078,9356,HYJX,300071,华谊嘉信,300071.SZ
1115079,9983,BJLE,002392,北京利尔,002392.SZ
1115080,10018,LSZY,002393,力生制药,002393.SZ
1115081,10017,LFGF,002394,联发股份,002394.SZ
1115082,10535,SJHB,300072,三聚环保,300072.SZ
1115083,10495,DSKJ,300073,当升科技,300073.SZ
1115084,10603,HPGF,300074,华平股份,300074.SZ
1115085,10591,SZZT,300075,数字政通,300075.SZ
1115086,10072,SXGF,002395,双象股份,002395.SZ
1115087,9917,MJGF,002397,梦洁股份,002397.SZ
1115088,10534,GQYSX,300076,GQY视讯,300076.SZ
1115089,10650,GMJS,300077,国民技术,300077.SZ
1115090,10602,SCYH,300078,思创医惠,300078.SZ
1115091,10604,SMSX,300079,数码视讯,300079.SZ
1115092,10093,JYJT,002398,建研集团,002398.SZ
1115093,10104,HPR,002399,海 普 瑞,002399.SZ
1115094,10277,SGGF,002400,省广股份,002400.SZ
1115095,10275,ZYHK,002401,中远海科,002401.SZ
1115096,10300,HET,002402,和 而 泰,002402.SZ
1115097,10299,ASD,002403,爱 仕 达,002403.SZ
1115098,10291,JXSC,002404,嘉欣丝绸,002404.SZ
1115099,10298,SWTX,002405,四维图新,002405.SZ
1115100,10292,YDCD,002406,远东传动,002406.SZ
1115101,10069,DFD,002407,多 氟 多,002407.SZ
1115102,10106,QXTD,002408,齐翔腾达,002408.SZ
1115103,10734,HXDF,300081,恒信东方,300081.SZ
1115104,10651,AKGF,300082,奥克股份,300082.SZ
1115105,10605,JSJM,300083,劲胜精密,300083.SZ
1115106,10692,HMKJ,300084,海默科技,300084.SZ
1115107,10301,YKKJ,002409,雅克科技,002409.SZ
1115108,10105,GLD,002410,广 联 达,002410.SZ
1115109,10326,BKGF,002411,必康股份,002411.SZ
